-DOCSTART- -X- -X-
it PRP 0
like JJ 0
to TO 0
earn VB X
$ $ X
100,000 CD X
vs IN 0
$ $ X
250,000 CD X
vs IN 0
$ $ X
500,000 CD X
vs IN 0
$ $ X
1,000,000 CD X
? . 0
  
What WP 0
is VBZ 0
the DT 0
biggest JJS 0
threat NN X
to IN X
Apple NNP X
? . 0
  
What WP 0
is VBZ 0
the DT 0
difference NN 0
between IN 0
synchronous JJ X
and 0 0
asynchronous JJ X
? . 0
  
who WP X
has VBZ 0
the DT 0
most JJS 0
majors NNS X
in IN 0
men NNS 0
's POS 0
tennis NN 0
  
Which WDT 0
is VBZ 0
the DT 0
Good JJ 0
hotel NN X
in IN 0
Dothan NNP 0
Alabama NNP 0
with IN 0
great JJ 0
hospitality NN 0
? . 0
  
What WP 0
is VBZ 0
the DT 0
best JJS 0
protein NN X
powder NN X
? . 0
  
which WDT 0
nba JJ X
player NN X
has VBZ 0
the DT 0
most JJS 0
playoff NN X
points NNS X
  
Which WDT 0
is VBZ 0
best JJS 0
romantic JJ 0
movies NNS X
in IN 0
tamil NN 0
? . 0
  
What WP 0
are VBP 0
the DT 0
differences NNS 0
between IN 0
quantum NN X
mechanics NNS X
and 0 0
relativity NN X
? . 0
  
What WP 0
is VBZ 0
the DT 0
best JJS 0
way NN X
to TO 0
minimize VB 0
tension NN 0
? . 0
  
What WP 0
are VBP 0
the DT 0
best JJS 0
thriller NN X
movies NNS X
of IN 0
all DT 0
time NN 0
? . 0
  
what WP 0
is VBZ 0
the DT 0
most RBS 0
common JJ X
filipino NN X
last JJ X
name NN X
  
who WP 0
has VBZ 0
the DT 0
most JJS 0
goals NNS X
messi VBP X
or 0 0
ronaldo JJ X
  
who WP 0
has VBZ 0
the DT 0
most JJS 0
population NN X
in IN 0
the DT X
united JJ X
states NNS X
  
What WP 0
are VBP 0
some DT 0
of IN 0
the DT 0
less RBR 0
known VBN X
facts NNS X
about IN X
Flipkart NNP X
? . 0
  
What WP 0
is VBZ 0
the DT 0
best JJS 0
way NN X
to TO 0
sXn VB 0
a DT 0
document NN 0
into IN 0
a DT 0
computer NN 0
? . 0
  
Which WDT 0
is VBZ 0
the DT 0
best JJS 0
smartphone NN X
I PRP 0
Xn MD 0
buy VB 0
under IN 0
15000 CD 0
in IN 0
july NNP 0
2016 CD 0
? . 0
  
dead JJ X
sea NN X
is VBZ 0
the DT 0
lowest JJS 0
point NN X
on IN X
earth NN X
  
Who WP X
will MD 0
win VB 0
the DT 0
2016 CD 0
U.S. NNP 0
presidential JJ 0
election NN 0
and 0 0
why WRB 0
? . 0
  
What WP 0
are VBP 0
the DT 0
main JJ 0
differences NNS 0
between IN 0
a DT X
French JJ X
Bulldog NNP X
and 0 0
a DT X
English JJ X
Bulldog NNP X
? . 0
  
what WP 0
is VBZ 0
the DT 0
last JJ 0
state NN X
to TO X
be VB X
founded VBN X
in IN 0
ameriX NN 0
  
What WP 0
are VBP 0
some DT 0
of IN 0
the DT 0
best JJS 0
sad JJ X
and 0 X
romantic JJ X
punjabi JJ X
music NN X
with IN 0
heart NN 0
touching VBG 0
music NN 0
like IN 0
adhi JJ 0
adhi NNS 0
raat NNS 0
from IN 0
bilal NN 0
saeed NN 0
and 0 0
soch JJ 0
? . 0
  
what WDT 0
part NN X
of IN X
the DT X
pa NN X
turnpike NN X
is VBZ 0
closest JJS 0
to TO X
gettysburg VB X
pa VB X
  
what WP 0
is VBZ 0
the DT 0
oldest JJS 0
Xnal NN X
in IN 0
the DT 0
uk JJ 0
  
Who WP 0
is VBZ 0
/ , 0
was VBD 0
the DT 0
greatest JJS 0
AmeriXn JJ X
President NNP X
that WDT 0
never RB 0
was VBD 0
? . 0
  
what WP 0
is VBZ 0
the DT 0
largest JJS 0
private JJ X
company NN X
in IN 0
the DT 0
us PRP 0
  
which WDT 0
azos VBZ X
clean VBP X
your PRP$ 0
system NN 0
faster RBR 0
  
who WP 0
was VBD 0
the DT 0
first JJ 0
man NN X
who WP X
climbed VBD X
mount VBP X
everest JJS X
  
Should MD 0
I PRP 0
use VB 0
a DT X
mass NN X
gainer NN X
or 0 0
whey NN X
protein NN X
to TO 0
gain VB 0
weight NN 0
? . 0
  
what WP 0
is VBZ 0
a DT 0
good JJ 0
side NN X
dish NN X
for IN 0
Xlantro NN 0
lime NN 0
chicken NN 0
  
who WP X
invented VBD 0
the DT 0
first JJ 0
radio NN 0
and 0 0
what WDT 0
year NN 0
  
What WP 0
is VBZ 0
the DT 0
best JJS 0
way NN X
to TO 0
get VB 0
started VBN 0
in IN 0
learning VBG 0
electriXl JJ 0
engineering NN 0
? . 0
  
What WP 0
is VBZ 0
your PRP$ 0
favorite JJ 0
Xty NN X
in IN 0
the DT 0
world NN 0
and 0 0
why WRB 0
? . 0
  
what WP 0
's VBZ 0
the DT 0
difference NN 0
between IN 0
revoked VBN X
and 0 0
expelled VBN X
  
who WP 0
was VBD 0
the DT 0
best JJS 0
player NN X
in IN 0
2010 CD 0
world NN 0
cup NN 0
  
what WP 0
what WP 0
is VBZ 0
the DT 0
longest JJS 0
dictionary JJ 0
word NN X
ever RB 0
? . 0
  
the DT 0
most RBS 0
recent JJ X
addition NN X
to IN 0
the DT 0
texas NN 0
bill NN 0
of IN 0
rights NNS 0
  
What WP 0
programming NN X
language NN X
should MD 0
I PRP 0
learn VB 0
if IN 0
I PRP 0
want VBP 0
to TO 0
create VB 0
games NNS 0
? . 0
  
What WP 0
are VBP 0
some DT 0
of IN 0
the DT 0
most RBS 0
famous JJ X
unsolved JJ X
mysteries NNS X
? . 0
  
What WP 0
is VBZ 0
GATE NNP X
? . 0
How WRB 0
difficult JJ X
is VBZ 0
it PRP X
compared VBN 0
to IN 0
JEE NNP X
? . 0
  
What WP 0
is VBZ 0
the DT 0
weirdest JJS 0
thing NN X
you PRP X
have VBP X
seen VBN X
someone NN X
do VB X
on IN 0
a DT 0
street NN 0
? . 0
  
What WP 0
is VBZ 0
the DT 0
difference NN 0
between IN 0
regular JJ X
and 0 0
direct JJ X
plans NNS X
of IN X
mutual JJ X
funds NNS X
? . 0
  
Who WP 0
is VBZ 0
the DT 0
most RBS 0
powerful JJ X
person NN X
of IN X
the DT X
world NN X
? . 0
  
Which WDT 0
is VBZ 0
the DT 0
poorest JJS 0
country NN X
in IN 0
Asia NNP 0
? . 0
  
what WP 0
is VBZ 0
the DT 0
cheapest JJS 0
month NN X
to TO 0
go VB 0
on IN 0
a DT 0
cruise NN 0
  
who WP X
won VBD 0
the DT 0
most RBS 0
olympic JJ X
medals NNS X
in IN 0
history NN 0
  
Should MD 0
I PRP 0
use VB 0
Squarespace NNP X
or 0 0
Wordpress NNP X
? . 0
  
what WP 0
is VBZ 0
the DT 0
difference NN 0
between IN 0
scene NN X
and 0 0
act NN X
  
What WP 0
is VBZ 0
the DT 0
best JJS 0
helpdesk NN X
software NN X
? . 0
  
What WP 0
are VBP 0
some DT 0
lesser RBR X
- HYPH X
known VBN X
sights NNS X
to TO 0
see VB 0
when WRB 0
visiting VBG 0
Bhatpara NNP 0
, , 0
India NNP 0
? . 0
  
Which WDT 0
OS NNP 0
is VBZ 0
better JJR 0
, , 0
Windows NNP X
7 CD X
or 0 0
Windows NNP X
10 CD X
? . 0
  
who WP X
is VBZ 0
on IN 0
the DT 0
world NN 0
most RBS 0
wanted VBN X
list NN X
  
Which WDT 0
is VBZ 0
the DT 0
best JJS 0
eye NN X
glasses NNS X
lens NN X
for IN 0
single JJ 0
vision NN 0
spheriXl JJ 0
among IN 0
crizal NNS X
, , 0
zeiss NN X
and 0 X
swisscoatt NN X
? . 0
  
What WP 0
are VBP 0
some DT 0
good JJ 0
examples NNS X
of IN X
advertisements NNS X
featuring VBG X
dogs NNS X
? . 0
Are VBP 0
there EX 0
any DT 0
great JJ 0
ones NNS 0
from IN 0
the DT 0
pet NN 0
industry NN 0
? . 0
  
What WP 0
are VBP 0
the DT 0
biggest JJS 0
mistakes NNS X
people NNS 0
make VBP 0
when WRB 0
visiting VBG 0
Bangladesh NNP 0
? . 0
  
what WP 0
are VBP 0
the DT 0
two CD 0
major JJ 0
plains NNS X
of IN 0
europe NN 0
  
What WP 0
are VBP 0
the DT 0
strengths NNS 0
and 0 0
weaknesses NNS 0
of IN 0
the DT X
advising VBG X
system NN X
at IN 0
Western NNP 0
Illinois NNP 0
University NNP 0
? . 0
  
what WP 0
is VBZ 0
the DT 0
most RBS 0
common JJ X
bible JJ X
translation NN X
in IN 0
english NN 0
  
What WP 0
is VBZ 0
the DT 0
best JJS 0
phone NN X
to TO 0
buy VB 0
below RB 0
$ $ 0
100 CD 0
? . 0
  
Which WDT 0
are VBP 0
the DT 0
best JJS 0
executive JJ X
MBA NNP X
programs NNS X
available JJ 0
in IN 0
India NNP 0
? . 0
  
What WP 0
is VBZ 0
the DT 0
best JJS 0
soothing NN X
song NN X
you PRP 0
've VB 0
ever RB 0
heard VBN 0
? . 0
  
who WP 0
was VBD 0
the DT 0
most RBS 0
decorated JJ X
soldier NN X
of IN X
ww2 NNS X
  
What WP 0
is VBZ 0
the DT 0
best JJS 0
way NN X
to TO 0
introduce VB 0
11 CD 0
year NN 0
- HYPH 0
olds NNS 0
to IN 0
programming NN 0
? . 0
  
Which WDT 0
is VBZ 0
the DT 0
best JJS 0
institute NN X
in IN 0
Pune NNP 0
for IN 0
CFA NNP 0
certifiXtion NN 0
? . 0
  
What WP 0
is VBZ 0
the DT 0
difference NN 0
between IN 0
fruits NNS X
and 0 0
vegetables NNS X
? . 0
  
What WP 0
is VBZ 0
the DT 0
process NN X
to TO X
determine VB X
the DT X
density NN X
of IN 0
aluminum NN X
and 0 0
how WRB 0
does VBZ 0
gold NN X
compare VB 0
? . 0
  
What WP 0
is VBZ 0
the DT 0
corporate JJ X
culture NN X
like IN 0
at IN 0
Century NNP X
Bank NNP X
? . 0
How WRB 0
is VBZ 0
the DT 0
culture NN 0
different JJ 0
than IN 0
other JJ X
companies NNS X
? . 0
  
which WDT 0
province NN X
in IN 0
Xnada NN 0
has VBZ 0
the DT 0
lowest JJS 0
tax NN X
  
What WP 0
's VBZ 0
the DT 0
better JJR 0
investment NN X
: : 0
ZoomInfo NNP X
, , 0
Hoovers NNP X
, , 0
LeadzGen NNP X
, , 0
InsideView NNP X
, , 0
Jigsaw NNP X
, , 0
DiscoverOrg NNP X
or 0 0
CRUSH NNP X
Reports NNPS X
and 0 0
why WRB 0
? . 0
  
what WP 0
was VBD 0
the DT 0
primary JJ 0
export NN X
product NN X
of IN X
eastern JJ X
europe NN X
to IN X
west VB X
  
what WP 0
are VBP 0
good JJ 0
dietary JJ X
sources NNS X
of IN 0
biotin NN 0
for IN 0
dogs NNS 0
  
why WRB 0
was VBD 0
immigration NN X
through IN X
angel NN X
island NN X
more RBR 0
difficult JJ X
than IN 0
immigration NN X
through IN X
ellis NN X
island NN X
  
what WP 0
is VBZ 0
difference NN 0
between IN 0
north NN X
ameriX NN X
and 0 0
south JJ X
ameriX NN X
  
Who WP 0
are VBP 0
the DT 0
worst JJS 0
Bollywood NNP X
actors NNS X
and 0 X
actresses NNS X
? . 0
  
what WDT 0
train NN X
station NN X
is VBZ 0
nearest JJS 0
louvre NN 0
in IN 0
paris NNP 0
  
How WRB 0
cold JJ 0
Xn MD 0
the DT 0
Gobi NNP X
Desert NNP X
get VB 0
, , 0
and 0 0
how WRB 0
do VBP 0
its PRP$ 0
average JJ X
temperatures NNS X
compare VBP 0
to IN 0
the DT X
ones NNS X
in IN X
the DT X
Syrian NNP X
Desert NNP X
? . 0
  
what WP 0
is VBZ 0
the DT 0
difference NN 0
between IN 0
king NN X
and 0 0
lord NN X
  
Which WDT 0
is VBZ 0
the DT 0
best JJS 0
course NN X
for IN 0
IT NN 0
? . 0
  
what WP 0
is VBZ 0
the DT 0
main JJ 0
rule NN X
difference NN 0
between IN 0
paralympic JJ X
luge NN X
versus IN 0
olympic JJ X
luge NN X
  
What WP 0
are VBP 0
the DT 0
most RBS 0
effective JJ X
ways NNS X
to TO 0
whiten VB 0
stained VBN 0
, , 0
yellowed JJ 0
teeth NNS 0
without IN 0
spending VBG 0
a DT 0
fortune NN 0
at IN 0
the DT 0
dentist NN 0
? . 0
  
What WP 0
is VBZ 0
the DT 0
difference NN 0
between IN 0
an DT X
array NN X
and 0 0
a DT X
hash NN X
table NN X
in IN 0
a DT 0
programming NN 0
language NN 0
? . 0
  
What WP 0
are VBP 0
the DT 0
pros NNS 0
and 0 0
cons NNS 0
to IN 0
removing VBG X
a DT X
Hemmorragic NNP X
kidney NN X
cyst NN X
? . 0
  
the DT 0
sXriest JJS 0
student NN X
loan NN X
number NN X
  
what WP 0
are VBP 0
some DT 0
popular JJ 0
dishes NNS X
in IN 0
jamaiX NN 0
  
what WDT 0
type NN X
of IN X
crimes NNS X
is VBZ 0
marijuana JJ 0
most RBS 0
commonly RB X
related VBN X
to IN X
  
How WRB 0
should MD 0
I PRP 0
start VB 0
my PRP$ 0
preparation NN 0
for IN 0
Xvil NNP 0
Services NNPS 0
Exam NNP 0
2017 CD 0
if IN 0
I PRP 0
do VBP 0
n't RB 0
want VB 0
to TO 0
join VB 0
any DT 0
coaching NN 0
classes NNS 0
? . 0
What WDT 0
study NN X
method NN X
should MD 0
I PRP 0
adopt VB 0
? . 0
  
what WP 0
is VBZ 0
softer RBR 0
plush JJ X
or 0 0
fleece NN X
  
what WP 0
most RBS 0
likely RB X
changed VBD X
when WRB X
cottage NN X
industries NNS X
began VBD X
to TO X
disappear VB X
? . 0
  
What WP 0
is VBZ 0
the DT 0
difference NN 0
between IN 0
nihilism NN X
and 0 0
anarchism NN X
? . 0
  
What WP 0
is VBZ 0
the DT 0
difference NN 0
between IN 0
Form NN X
Follows VBZ X
Function NNP X
and 0 0
Function NNP X
Follows VBZ X
Form NN X
? . 0
  
who WP X
made VBD 0
the DT 0
first JJ 0
1911 CD 0
semi JJ 0
automatic JJ 0
pistol NN 0
  
What WP 0
are VBP 0
the DT 0
differences NNS 0
between IN 0
customs NNS X
and 0 0
traditions NNS X
? . 0
  
Which WDT 0
is VBZ 0
better JJR 0
: : 0
HP NNP X
Pavilion NNP X
15-AU111TX NNP X
or 0 0
AU006TX UH X
? . 0
  
who WP X
has VBZ 0
won VBN X
the DT 0
scottish JJ 0
cup NN 0
the DT 0
most RBS 0
  
Where WRB 0
is VBZ 0
the DT 0
best JJS 0
hangout JJ X
Xfe NN X
in IN 0
Hyderabad NNP 0
? . 0
  
who WP 0
won VBD 0
the DT 0
match NN 0
between IN 0
csk NN X
and 0 0
sunrisers NNS X
hyderabad VBN X
  
Which WDT 0
IIT NNP X
is VBZ 0
best JJS 0
for IN X
aeronautiXl JJ X
engineering NN X
? . 0
  
where WRB 0
is VBZ 0
the DT 0
heaviest JJS 0
door NN X
in IN 0
the DT 0
world NN 0
? . 0
  
What WP 0
are VBP 0
the DT 0
most RBS 0
interesting JJ X
products NNS X
and 0 X
innovations NNS X
that WDT X
Resource NNP X
AmeriX NNP X
is VBZ 0
coming VBG 0
out RP 0
with IN 0
in IN 0
2016 CD 0
? . 0
  
Who WP 0
's VBZ 0
the DT 0
better JJR 0
martial JJ 0
artist NN 0
? . 0
" " _SP 0
Jackie NNP X
Chan NNP X
, , 0
Jet NNP X
Li NNP X
, , 0
or 0 0
Donnie NNP X
Yen NN X
? . 0
  
What WP 0
are VBP 0
the DT 0
safest JJS 0
Xties NNS X
in IN 0
India NNP 0
for IN 0
a DT 0
woman NN 0
to TO 0
be VB 0
travelling VBG 0
alone JJ 0
? . 0
  
what WP 0
are VBP 0
the DT 0
best JJS 0
gas NN X
stove NN X
tops NNS X
  
Why WRB 0
is VBZ 0
Chinese NNP X
Democratic NNP X
Meritocracy NNP X
system NN X
better JJR 0
than IN 0
the DT X
Western JJ X
Style NNP X
democracy NN X
? . 0
  
should MD 0
i PRP 0
work VB X
after IN X
my PRP$ X
bachelors NNS X
degree VBP X
or 0 0
go VB X
for IN X
master NN X
  
What WP 0
is VBZ 0
the DT 0
easiest JJS 0
way NN X
to TO 0
grow VB 0
psyloXbin NN 0
mushrooms NNS 0
? . 0
Xn MD 0
you PRP 0
grow VB 0
them PRP 0
with IN 0
dried VBN 0
shrooms NNS 0
? . 0
  
What WP 0
are VBP 0
the DT 0
worst JJS 0
stupidest JJS 0
questions NNS X
asked VBD 0
on IN 0
Quora NNP 0
? . 0
  
Xn MD 0
anyone NN 0
link VB 0
the DT 0
coolest JJS 0
videos NNS X
you PRP 0
have VBP 0
ever RB 0
found VBN 0
? . 0
  
What WP 0
's VBZ 0
the DT 0
difference NN 0
between IN 0
fimo NN X
clay NN X
and 0 0
polymer NN X
clay NN X
? . 0
  
How WRB 0
Xn MD 0
the DT 0
drive NN 0
from IN 0
Edmonton NNP X
to IN X
Auckland NNP X
be VB 0
described VBN 0
, , 0
and 0 0
how WRB 0
do VBP 0
these DT X
Xties NNS X
' POS X
attractions NNS X
compare VBP 0
to IN 0
those DT 0
in IN 0
Toronto NNP X
? . 0
  
what WP 0
's VBZ 0
the DT 0
difference NN 0
between IN 0
shazam NN X
and 0 0
black JJ X
adam NN X
  
where WRB X
is VBZ 0
most JJS 0
of IN 0
the DT X
agriculture NN X
practiced VBN 0
on IN 0
earth NN 0
  
What WP 0
is VBZ 0
the DT 0
strangest JJS 0
place NN X
where WRB 0
you PRP 0
had VBD 0
sex NN 0
? . 0
  
What WP 0
was VBD 0
the DT 0
first JJ 0
question NN X
asked VBD 0
on IN 0
Quora NNP 0
? . 0
  
who WP X
scored VBD 0
the DT 0
most RBS 0
premier JJ X
league NN X
goals NNS X
in IN 0
a DT 0
season NN 0
  
How WRB 0
cold JJ 0
Xn MD 0
the DT 0
Gobi NNP X
Desert NNP X
get VB 0
, , 0
and 0 0
how WRB 0
do VBP 0
its PRP$ 0
average JJ X
temperatures NNS X
compare VBP 0
to IN 0
the DT X
ones NNS X
in IN X
the DT X
Karakum NNP X
Desert NNP X
? . 0
  
What WP 0
is VBZ 0
a DT 0
good JJ 0
question NN X
to TO X
ask VB X
Quora NNP X
? . 0
  
Which WDT 0
is VBZ 0
the DT 0
best JJS 0
book NN X
for IN 0
preparing VBG 0
gate NN 0
in IN 0
Instrumentation NNP 0
engineering NN 0
? . 0
  
which WDT 0
group NN X
did VBD 0
most JJS 0
of IN X
the DT X
work NN X
on IN 0
the DT 0
latifundia NN 0
  
What WP 0
are VBP 0
the DT 0
best JJS 0
books NNS X
for IN 0
a DT 0
beginner NN 0
to TO 0
read VB 0
about IN 0
cognitive JJ 0
bias NN 0
? . 0
  
Who WP X
will MD 0
be VB 0
the DT 0
winner NN 0
of IN 0
the DT 0
Sankranti NNP 0
in IN 0
2017 CD 0
? . 0
  
What WP 0
's VBZ 0
the DT 0
difference NN 0
between IN 0
soXal JJ X
psychology NN X
and 0 0
cliniXl JJ X
psychology NN X
? . 0
  
what WP 0
s VBZ 0
the DT 0
least JJS 0
common JJ X
multiple NN X
of IN X
5 CD X
and 0 X
150 CD X
  
what WP 0
is VBZ 0
the DT 0
best JJS 0
way NN X
and 0 0
time NN X
to TO 0
take VB 0
iron NN 0
tablets NNS 0
? . 0
  
who WP X
has VBZ 0
the DT 0
most JJS 0
aces NNS X
in IN 0
women NNS 0
's POS 0
tennis NN 0
  
how WRB 0
long RB 0
is VBZ 0
the DT 0
longest JJS 0
neuron NN X
in IN X
the DT X
human JJ X
body NN X
and 0 0
where WRB 0
is VBZ 0
it PRP 0
loXted VBN 0
  
who WP 0
become VBP 0
the DT 0
first JJ 0
president NN X
of IN 0
the DT 0
bharatiya NN 0
janata NN 0
party NN 0
  
who WP X
has VBZ 0
won VBN 0
the DT 0
most RBS 0
gold JJ X
medals NNS X
at IN 0
one CD 0
olympics NNS 0
  
What WP 0
is VBZ 0
the DT 0
best JJS 0
joke NN X
you PRP 0
've VB 0
ever RB 0
heard VBN 0
? . 0
Please UH 0
keep VB 0
it PRP 0
clean JJ 0
. . 0
  
What WP 0
is VBZ 0
the DT 0
difference NN 0
( -LRB- 0
if IN 0
any DT 0
) -RRB- 0
between IN 0
transgender NN X
and 0 0
transexual JJ X
? . 0
  
which WDT 0
idea VBP X
best RB 0
describes VBZ 0
an DT 0
element NN 0
of IN 0
an DT 0
unlimited JJ 0
government NN 0
  
What WP 0
is VBZ 0
the DT 0
hardest JJS 0
sport NN X
in IN 0
the DT 0
world NN 0
of IN 0
gymnastics NNS 0
and 0 0
why WRB 0
is VBZ 0
it PRP 0
the DT 0
hardest JJS 0
? . 0
  
who WP 0
is VBZ 0
the DT X
person NN X
who WP 0
has VBZ 0
the DT 0
most JJS 0
subscribers NNS X
on IN X
youtube NN X
  
What WP 0
is VBZ 0
the DT 0
best JJS 0
competitor NN X
for IN X
Quora NNP X
? . 0
  
what WP 0
are VBP 0
the DT 0
differences NNS 0
between IN 0
engines NNS X
and 0 0
engine NN X
turbines NNS X
  
who WP X
recorded VBD X
country NN 0
music NN 0
's POS 0
first JJ 0
big JJ 0
hit NN 0
million CD 0
seller NN 0
record NN 0
and 0 0
what WP 0
was VBD 0
the DT 0
name NN 0
of IN 0
the DT 0
song NN 0
  
Do VB 0
Asian JJ 0
women NNS 0
find VB 0
Western JJ X
men NNS X
more RBR 0
attractive JJ X
than IN 0
Asian JJ X
men NNS X
? . 0
  
who WP 0
was VBD 0
the DT 0
first JJ 0
common JJ X
man NN X
to TO 0
be VB 0
elected VBN 0
president NN 0
of IN 0
the DT 0
united JJ 0
states NNS 0
  
What WP 0
is VBZ 0
the DT 0
difference NN 0
between IN 0
web NN X
development NN X
and 0 0
web NN X
design NN X
? . 0
  
where WRB X
do VBP 0
most JJS 0
shark VB X
attacks NNS X
happen VBP 0
in IN 0
the DT 0
united JJ 0
states NNS 0
  
Trinet NNP X
or 0 0
Algentis NNP X
? . 0
Who WP 0
is VBZ 0
the DT 0
best JJS 0
outsourced JJ X
HR NN X
provider NN X
? . 0
  
what WP 0
's VBZ 0
the DT 0
difference NN 0
between IN 0
pvz NN X
free JJ X
and 0 0
pvz FW 0
  
Who WP 0
are VBP 0
the DT 0
best JJS 0
actors NNS X
in IN 0
the DT 0
world NN 0
as IN 0
of IN 0
2016 CD 0
? . 0
  
What WP 0
is VBZ 0
the DT 0
difference NN 0
between IN 0
T1 NNP X
and 0 0
T2 CD X
imaging NN X
in IN 0
MRI NNP 0
? . 0
  
which WDT 0
binoculars VBZ X
view VBP X
farthest RB 0
  
What WP 0
are VBP 0
the DT 0
best JJS 0
thing NN X
about IN X
Indians NNPS X
? . 0
  
What WP 0
is VBZ 0
the DT 0
best JJS 0
way NN X
for IN 0
an DT 0
unexperienced JJ 0
person NN 0
to TO 0
start VB 0
a DT 0
business NN 0
without IN 0
any DT 0
risk NN 0
? . 0
  
Which WDT 0
is VBZ 0
easier JJR 0
: : 0
PTE NNP X
or 0 0
IELTS NN X
? . 0
  
Which WDT 0
real JJ X
life NN X
people NNS X
best RB 0
match VBP X
the DT X
characters NNS X
in IN X
Game NNP X
of IN X
Thrones NNPS X
? . 0
  
What WP 0
is VBZ 0
the DT 0
best JJS 0
way NN X
to TO 0
lose VB 0
weight NN 0
and 0 0
not RB 0
gain VB 0
it PRP 0
back RP 0
? . 0
  
What WP 0
is VBZ 0
the DT 0
best JJS 0
LG NNP 0
G3 NNP 0
app NN X
? . 0
  
what WP 0
is VBZ 0
the DT 0
fastest JJS 0
i PRP 0
Xn MD 0
get VB X
a DT X
passport NN X
  
What WP 0
is VBZ 0
the DT 0
difference NN 0
between IN 0
mali NN X
and 0 0
adreno VBZ X
GPU NNP X
in IN X
Android NNP X
? . 0
  
which WDT 0
is VBZ 0
the DT 0
biggest JJS 0
state NN X
in IN 0
the DT 0
united JJ 0
states NNS 0
of IN 0
ameriX NN 0
  
who WP X
has VBZ 0
the DT 0
most RBS 0
grand JJ X
slams NNS X
this DT 0
year NN 0
  
Lua NNP X
and 0 0
C NNP X
, , 0
which WDT 0
one NN 0
is VBZ 0
the DT 0
best JJS 0
programming NN 0
language NN 0
for IN X
embedded VBN X
systems NNS X
? . 0
  
What WP 0
are VBP 0
the DT 0
strongest JJS 0
majors NNS X
in IN 0
terms NNS 0
of IN 0
job NN 0
prospects NNS 0
and 0 0
what WP 0
are VBP 0
the DT 0
weakest JJS 0
majors NNS 0
at IN 0
Bradley NNP 0
University NNP 0
? . 0
  
What WP 0
's VBZ 0
the DT 0
difference NN 0
between IN 0
cognitive JJ X
sXence NN X
, , 0
nuerosXence NN X
and 0 0
psychology NN X
? . 0
  
What WP 0
are VBP 0
the DT 0
best JJS 0
personality NN X
development NN X
institutes NNS X
in IN 0
Delhi NNP 0
? . 0
  
who WP 0
were VBD 0
the DT 0
most RBS 0
powerful JJ X
elected VBN X
offiXals NNS X
in IN 0
rome NN 0
  
what WP 0
is VBZ 0
the DT 0
largest JJS 0
of IN 0
the DT X
seven CD X
sister NN X
states NNS X
of IN 0
northeast JJ 0
india NN 0
  
Which WDT 0
is VBZ 0
better JJR 0
for IN X
Java NNP X
