-DOCSTART- -X- -X-
for IN 0
most JJS 0
christmas JJ 0
number NN 0
1s CD 0
  
What WP 0
is VBZ 0
it PRP 0
like JJ 0
to TO 0
earn VB CI
$ $ CI
100,000 CD CI
vs IN 0
$ $ CI
250,000 CD CI
vs IN 0
$ $ CI
500,000 CD CI
vs IN 0
$ $ CI
1,000,000 CD CI
? . 0
  
What WP 0
is VBZ 0
the DT 0
biggest JJS 0
threat NN CI
to IN CI
Apple NNP CI
? . 0
  
What WP 0
is VBZ 0
the DT 0
difference NN 0
between IN 0
synchronous JJ CI
and 0 0
asynchronous JJ CI
? . 0
  
who WP CI
has VBZ 0
the DT 0
most JJS 0
majors NNS 0
in IN 0
men NNS 0
's POS 0
tennis NN 0
  
Which WDT 0
is VBZ 0
the DT 0
Good JJ 0
hotel NN CI
in IN 0
Dothan NNP 0
Alabama NNP 0
with IN 0
great JJ 0
hospitality NN 0
? . 0
  
What WP 0
is VBZ 0
the DT 0
best JJS 0
protein NN CI
powder NN CI
? . 0
  
which WDT 0
nba JJ CI
player NN CI
has VBZ 0
the DT 0
most JJS 0
playoff NN 0
points NNS 0
  
Which WDT 0
is VBZ 0
best JJS 0
romantic JJ 0
movies NNS CI
in IN 0
tamil NN 0
? . 0
  
What WP 0
are VBP 0
the DT 0
differences NNS 0
between IN 0
quantum NN CI
mechanics NNS CI
and 0 0
relativity NN CI
? . 0
  
What WP 0
is VBZ 0
the DT 0
best JJS 0
way NN CI
to TO 0
minimize VB 0
tension NN 0
? . 0
  
What WP 0
are VBP 0
the DT 0
best JJS 0
thriller NN CI
movies NNS CI
of IN 0
all DT 0
time NN 0
? . 0
  
what WP 0
is VBZ 0
the DT 0
most RBS 0
common JJ 0
filipino NN CI
last JJ CI
name NN CI
  
who WP 0
has VBZ 0
the DT 0
most JJS 0
goals NNS 0
messi VBP CI
or 0 0
ronaldo JJ CI
  
who WP 0
has VBZ 0
the DT 0
most JJS 0
population NN 0
in IN 0
the DT CI
united JJ CI
states NNS CI
  
What WP 0
are VBP 0
some DT 0
of IN 0
the DT 0
less RBR 0
known VBN 0
facts NNS CI
about IN CI
Flipkart NNP CI
? . 0
  
What WP 0
is VBZ 0
the DT 0
best JJS 0
way NN CI
to TO 0
s0n VB 0
a DT 0
document NN 0
into IN 0
a DT 0
computer NN 0
? . 0
  
Which WDT 0
is VBZ 0
the DT 0
best JJS 0
smartphone NN CI
I PRP 0
0n MD 0
buy VB 0
under IN 0
15000 CD 0
in IN 0
july NNP 0
2016 CD 0
? . 0
  
dead JJ CI
sea NN CI
is VBZ 0
the DT 0
lowest JJS 0
point NN CI
on IN CI
earth NN CI
  
Who WP CI
will MD 0
win VB 0
the DT 0
2016 CD 0
U.S. NNP 0
presidential JJ 0
election NN 0
and 0 0
why WRB 0
? . 0
  
What WP 0
are VBP 0
the DT 0
main JJ 0
differences NNS 0
between IN 0
a DT CI
French JJ CI
Bulldog NNP CI
and 0 0
a DT CI
English JJ CI
Bulldog NNP CI
? . 0
  
what WP 0
is VBZ 0
the DT 0
last JJ 0
state NN CI
to TO 0
be VB 0
founded VBN 0
in IN 0
ameri0 NN 0
  
What WP 0
are VBP 0
some DT 0
of IN 0
the DT 0
best JJS 0
sad JJ CI
and 0 CI
romantic JJ CI
punjabi JJ CI
music NN CI
with IN 0
heart NN 0
touching VBG 0
music NN 0
like IN 0
adhi JJ 0
adhi NNS 0
raat NNS 0
from IN 0
bilal NN 0
saeed NN 0
and 0 0
soch JJ 0
? . 0
  
what WDT 0
part NN CI
of IN CI
the DT CI
pa NN CI
turnpike NN CI
is VBZ 0
closest JJS 0
to TO 0
gettysburg VB 0
pa VB 0
  
what WP 0
is VBZ 0
the DT 0
oldest JJS 0
0nal NN CI
in IN 0
the DT 0
uk JJ 0
  
Who WP 0
is VBZ 0
/ , 0
was VBD 0
the DT 0
greatest JJS 0
Ameri0n JJ CI
President NNP CI
that WDT 0
never RB 0
was VBD 0
? . 0
  
what WP 0
is VBZ 0
the DT 0
largest JJS 0
private JJ CI
company NN CI
in IN 0
the DT 0
us PRP 0
  
which WDT 0
azos VBZ CI
clean VBP 0
your PRP$ 0
system NN 0
faster RBR 0
  
who WP 0
was VBD 0
the DT 0
first JJ 0
man NN CI
who WP CI
climbed VBD CI
mount VBP CI
everest JJS CI
  
Should MD 0
I PRP 0
use VB 0
a DT CI
mass NN CI
gainer NN CI
or 0 0
whey NN CI
protein NN CI
to TO 0
gain VB 0
weight NN 0
? . 0
  
what WP 0
is VBZ 0
a DT 0
good JJ 0
side NN CI
dish NN CI
for IN 0
cilantro NN 0
lime NN 0
chicken NN 0
  
who WP CI
invented VBD 0
the DT 0
first JJ 0
radio NN 0
and 0 0
what WDT 0
year NN 0
  
What WP 0
is VBZ 0
the DT 0
best JJS 0
way NN CI
to TO 0
get VB 0
started VBN 0
in IN 0
learning VBG 0
electri0l JJ 0
engineering NN 0
? . 0
  
What WP 0
is VBZ 0
your PRP$ 0
favorite JJ 0
city NN CI
in IN 0
the DT 0
world NN 0
and 0 0
why WRB 0
? . 0
  
what WP 0
's VBZ 0
the DT 0
difference NN 0
between IN 0
revoked VBN CI
and 0 0
expelled VBN CI
  
who WP 0
was VBD 0
the DT 0
best JJS 0
player NN CI
in IN 0
2010 CD 0
world NN 0
cup NN 0
  
what WP 0
what WP 0
is VBZ 0
the DT 0
longest JJS 0
dictionary JJ 0
word NN CI
ever RB 0
? . 0
  
the DT 0
most RBS 0
recent JJ 0
addition NN CI
to IN 0
the DT 0
texas NN 0
bill NN 0
of IN 0
rights NNS 0
  
What WP 0
programming NN CI
language NN CI
should MD 0
I PRP 0
learn VB 0
if IN 0
I PRP 0
want VBP 0
to TO 0
create VB 0
games NNS 0
? . 0
  
What WP 0
are VBP 0
some DT 0
of IN 0
the DT 0
most RBS 0
famous JJ 0
unsolved JJ CI
mysteries NNS CI
? . 0
  
What WP 0
is VBZ 0
GATE NNP CI
? . 0
How WRB 0
difficult JJ 0
is VBZ 0
it PRP CI
compared VBN 0
to IN 0
JEE NNP CI
? . 0
  
What WP 0
is VBZ 0
the DT 0
weirdest JJS 0
thing NN CI
you PRP CI
have VBP CI
seen VBN CI
someone NN CI
do VB CI
on IN 0
a DT 0
street NN 0
? . 0
  
What WP 0
is VBZ 0
the DT 0
difference NN 0
between IN 0
regular JJ CI
and 0 0
direct JJ CI
plans NNS CI
of IN CI
mutual JJ CI
funds NNS CI
? . 0
  
Who WP 0
is VBZ 0
the DT 0
most RBS 0
powerful JJ 0
person NN CI
of IN CI
the DT CI
world NN CI
? . 0
  
Which WDT 0
is VBZ 0
the DT 0
poorest JJS 0
country NN CI
in IN 0
Asia NNP 0
? . 0
  
what WP 0
is VBZ 0
the DT 0
cheapest JJS 0
month NN CI
to TO 0
go VB 0
on IN 0
a DT 0
cruise NN 0
  
who WP CI
won VBD 0
the DT 0
most RBS 0
olympic JJ 0
medals NNS 0
in IN 0
history NN 0
  
Should MD 0
I PRP 0
use VB 0
Squarespace NNP CI
or 0 0
Wordpress NNP CI
? . 0
  
what WP 0
is VBZ 0
the DT 0
difference NN 0
between IN 0
scene NN CI
and 0 0
act NN CI
  
What WP 0
is VBZ 0
the DT 0
best JJS 0
helpdesk NN CI
software NN CI
? . 0
  
What WP 0
are VBP 0
some DT 0
lesser RBR 0
- HYPH 0
known VBN 0
sights NNS CI
to TO 0
see VB 0
when WRB 0
visiting VBG 0
Bhatpara NNP 0
, , 0
India NNP 0
? . 0
  
Which WDT 0
OS NNP 0
is VBZ 0
better JJR 0
, , 0
Windows NNP CI
7 CD CI
or 0 0
Windows NNP CI
10 CD CI
? . 0
  
who WP CI
is VBZ 0
on IN 0
the DT 0
world NN 0
most RBS 0
wanted VBN 0
list NN 0
  
Which WDT 0
is VBZ 0
the DT 0
best JJS 0
eye NN CI
glasses NNS CI
lens NN CI
for IN 0
single JJ 0
vision NN 0
spheri0l JJ 0
among IN 0
crizal NNS CI
, , 0
zeiss NN CI
and 0 CI
swisscoatt NN CI
? . 0
  
What WP 0
are VBP 0
some DT 0
good JJ 0
examples NNS CI
of IN CI
advertisements NNS CI
featuring VBG CI
dogs NNS CI
? . 0
Are VBP 0
there EX 0
any DT 0
great JJ 0
ones NNS 0
from IN 0
the DT 0
pet NN 0
industry NN 0
? . 0
  
What WP 0
are VBP 0
the DT 0
biggest JJS 0
mistakes NNS CI
people NNS 0
make VBP 0
when WRB 0
visiting VBG 0
Bangladesh NNP 0
? . 0
  
what WP 0
are VBP 0
the DT 0
two CD 0
major JJ 0
plains NNS CI
of IN 0
europe NN 0
  
What WP 0
are VBP 0
the DT 0
strengths NNS 0
and 0 0
weaknesses NNS 0
of IN 0
the DT CI
advising VBG CI
system NN CI
at IN 0
Western NNP 0
Illinois NNP 0
University NNP 0
? . 0
  
what WP 0
is VBZ 0
the DT 0
most RBS 0
common JJ 0
bible JJ CI
translation NN CI
in IN 0
english NN 0
  
What WP 0
is VBZ 0
the DT 0
best JJS 0
phone NN CI
to TO 0
buy VB 0
below RB 0
$ $ 0
100 CD 0
? . 0
  
Which WDT 0
are VBP 0
the DT 0
best JJS 0
executive JJ CI
MBA NNP CI
programs NNS CI
available JJ 0
in IN 0
India NNP 0
? . 0
  
What WP 0
is VBZ 0
the DT 0
best JJS 0
soothing NN CI
song NN CI
you PRP 0
've VB 0
ever RB 0
heard VBN 0
? . 0
  
who WP 0
was VBD 0
the DT 0
most RBS 0
decorated JJ 0
soldier NN CI
of IN CI
ww2 NNS CI
  
What WP 0
is VBZ 0
the DT 0
best JJS 0
way NN CI
to TO 0
introduce VB 0
11 CD 0
year NN 0
- HYPH 0
olds NNS 0
to IN 0
programming NN 0
? . 0
  
Which WDT 0
is VBZ 0
the DT 0
best JJS 0
institute NN CI
in IN 0
Pune NNP 0
for IN 0
CFA NNP 0
certifi0tion NN 0
? . 0
  
What WP 0
is VBZ 0
the DT 0
difference NN 0
between IN 0
fruits NNS CI
and 0 0
vegetables NNS CI
? . 0
  
What WP 0
is VBZ 0
the DT 0
process NN 0
to TO 0
determine VB 0
the DT 0
density NN 0
of IN 0
aluminum NN CI
and 0 0
how WRB 0
does VBZ 0
gold NN CI
compare VB 0
? . 0
  
What WP 0
is VBZ 0
the DT 0
corporate JJ 0
culture NN 0
like IN 0
at IN 0
Century NNP CI
Bank NNP CI
? . 0
How WRB 0
is VBZ 0
the DT 0
culture NN 0
different JJ 0
than IN 0
other JJ CI
companies NNS CI
? . 0
  
which WDT 0
province NN CI
in IN 0
0nada NN 0
has VBZ 0
the DT 0
lowest JJS 0
tax NN 0
  
What WP 0
's VBZ 0
the DT 0
better JJR 0
investment NN 0
: : 0
ZoomInfo NNP CI
, , 0
Hoovers NNP CI
, , 0
LeadzGen NNP CI
, , 0
InsideView NNP CI
, , 0
Jigsaw NNP CI
, , 0
DiscoverOrg NNP CI
or 0 0
CRUSH NNP CI
Reports NNPS CI
and 0 0
why WRB 0
? . 0
  
what WP 0
was VBD 0
the DT 0
primary JJ 0
export NN CI
product NN CI
of IN CI
eastern JJ CI
europe NN CI
to IN CI
west VB CI
  
what WP 0
are VBP 0
good JJ 0
dietary JJ CI
sources NNS CI
of IN 0
biotin NN 0
for IN 0
dogs NNS 0
  
why WRB 0
was VBD 0
immigration NN CI
through IN CI
angel NN CI
island NN CI
more RBR 0
difficult JJ 0
than IN 0
immigration NN CI
through IN CI
ellis NN CI
island NN CI
  
what WP 0
is VBZ 0
difference NN 0
between IN 0
north NN CI
ameri0 NN CI
and 0 0
south JJ CI
ameri0 NN CI
  
Who WP 0
are VBP 0
the DT 0
worst JJS 0
Bollywood NNP CI
actors NNS CI
and 0 CI
actresses NNS CI
? . 0
  
what WDT 0
train NN CI
station NN CI
is VBZ 0
nearest JJS 0
louvre NN 0
in IN 0
paris NNP 0
  
How WRB 0
cold JJ 0
0n MD 0
the DT 0
Gobi NNP CI
Desert NNP CI
get VB 0
, , 0
and 0 0
how WRB 0
do VBP 0
its PRP$ 0
average JJ 0
temperatures NNS 0
compare VBP 0
to IN 0
the DT CI
ones NNS CI
in IN CI
the DT CI
Syrian NNP CI
Desert NNP CI
? . 0
  
what WP 0
is VBZ 0
the DT 0
difference NN 0
between IN 0
king NN CI
and 0 0
lord NN CI
  
Which WDT 0
is VBZ 0
the DT 0
best JJS 0
course NN CI
for IN 0
IT NN 0
? . 0
  
what WP 0
is VBZ 0
the DT 0
main JJ 0
rule NN 0
difference NN 0
between IN 0
paralympic JJ CI
luge NN CI
versus IN 0
olympic JJ CI
luge NN CI
  
What WP 0
are VBP 0
the DT 0
most RBS 0
effective JJ 0
ways NNS CI
to TO 0
whiten VB 0
stained VBN 0
, , 0
yellowed JJ 0
teeth NNS 0
without IN 0
spending VBG 0
a DT 0
fortune NN 0
at IN 0
the DT 0
dentist NN 0
? . 0
  
What WP 0
is VBZ 0
the DT 0
difference NN 0
between IN 0
an DT CI
array NN CI
and 0 0
a DT CI
hash NN CI
table NN CI
in IN 0
a DT 0
programming NN 0
language NN 0
? . 0
  
What WP 0
are VBP 0
the DT 0
pros NNS 0
and 0 0
cons NNS 0
to IN 0
removing VBG CI
a DT CI
Hemmorragic NNP CI
kidney NN CI
cyst NN CI
? . 0
  
the DT 0
s0riest JJS 0
student NN CI
loan NN CI
number NN CI
  
what WP 0
are VBP 0
some DT 0
popular JJ 0
dishes NNS CI
in IN 0
jamai0 NN 0
  
what WDT 0
type NN CI
of IN CI
crimes NNS CI
is VBZ 0
marijuana JJ 0
most RBS 0
commonly RB 0
related VBN 0
to IN 0
  
How WRB 0
should MD 0
I PRP 0
start VB 0
my PRP$ 0
preparation NN 0
for IN 0
Civil NNP 0
Services NNPS 0
Exam NNP 0
2017 CD 0
if IN 0
I PRP 0
do VBP 0
n't RB 0
want VB 0
to TO 0
join VB 0
any DT 0
coaching NN 0
classes NNS 0
? . 0
What WDT 0
study NN CI
method NN CI
should MD 0
I PRP 0
adopt VB 0
? . 0
  
what WP 0
is VBZ 0
softer RBR 0
plush JJ CI
or 0 0
fleece NN CI
  
what WP 0
most RBS 0
likely RB 0
changed VBD CI
when WRB 0
cottage NN 0
industries NNS 0
began VBD 0
to TO 0
disappear VB 0
? . 0
  
What WP 0
is VBZ 0
the DT 0
difference NN 0
between IN 0
nihilism NN CI
and 0 0
anarchism NN CI
? . 0
  
What WP 0
is VBZ 0
the DT 0
difference NN 0
between IN 0
Form NN CI
Follows VBZ CI
Function NNP CI
and 0 0
Function NNP CI
Follows VBZ CI
Form NN CI
? . 0
  
who WP CI
made VBD 0
the DT 0
first JJ 0
1911 CD 0
semi JJ 0
automatic JJ 0
pistol NN 0
  
What WP 0
are VBP 0
the DT 0
differences NNS 0
between IN 0
customs NNS CI
and 0 0
traditions NNS CI
? . 0
  
Which WDT 0
is VBZ 0
better JJR 0
: : 0
HP NNP CI
Pavilion NNP CI
15-AU111TX NNP CI
or 0 0
AU006TX UH CI
? . 0
  
who WP CI
has VBZ 0
won VBN 0
the DT 0
scottish JJ 0
cup NN 0
the DT 0
most RBS 0
  
Where WRB 0
is VBZ 0
the DT 0
best JJS 0
hangout JJ CI
0fe NN CI
in IN 0
Hyderabad NNP 0
? . 0
  
who WP 0
won VBD 0
the DT 0
match NN 0
between IN 0
csk NN CI
and 0 0
sunrisers NNS CI
hyderabad VBN CI
  
Which WDT 0
IIT NNP CI
is VBZ 0
best JJS 0
for IN 0
aeronauti0l JJ 0
engineering NN 0
? . 0
  
where WRB 0
is VBZ 0
the DT 0
heaviest JJS 0
door NN CI
in IN 0
the DT 0
world NN 0
? . 0
  
What WP 0
are VBP 0
the DT 0
most RBS 0
interesting JJ 0
products NNS CI
and 0 CI
innovations NNS CI
that WDT CI
Resource NNP CI
Ameri0 NNP CI
is VBZ 0
coming VBG 0
out RP 0
with IN 0
in IN 0
2016 CD 0
? . 0
  
Who WP 0
's VBZ 0
the DT 0
better JJR 0
martial JJ 0
artist NN 0
? . 0
" " _SP 0
Jackie NNP CI
Chan NNP CI
, , 0
Jet NNP CI
Li NNP CI
, , 0
or 0 0
Donnie NNP CI
Yen NN CI
? . 0
  
What WP 0
are VBP 0
the DT 0
safest JJS 0
cities NNS CI
in IN 0
India NNP 0
for IN 0
a DT 0
woman NN 0
to TO 0
be VB 0
travelling VBG 0
alone JJ 0
? . 0
  
what WP 0
are VBP 0
the DT 0
best JJS 0
gas NN CI
stove NN CI
tops NNS CI
  
Why WRB 0
is VBZ 0
Chinese NNP CI
Democratic NNP CI
Meritocracy NNP CI
system NN CI
better JJR 0
than IN 0
the DT CI
Western JJ CI
Style NNP CI
democracy NN CI
? . 0
  
should MD 0
i PRP 0
work VB CI
after IN CI
my PRP$ CI
bachelors NNS CI
degree VBP CI
or 0 0
go VB CI
for IN CI
master NN CI
  
What WP 0
is VBZ 0
the DT 0
easiest JJS 0
way NN CI
to TO 0
grow VB 0
psylocibin NN 0
mushrooms NNS 0
? . 0
0n MD 0
you PRP 0
grow VB 0
them PRP 0
with IN 0
dried VBN 0
shrooms NNS 0
? . 0
  
What WP 0
are VBP 0
the DT 0
worst JJS 0
stupidest JJS 0
questions NNS CI
asked VBD 0
on IN 0
Quora NNP 0
? . 0
  
0n MD 0
anyone NN 0
link VB 0
the DT 0
coolest JJS 0
videos NNS CI
you PRP 0
have VBP 0
ever RB 0
found VBN 0
? . 0
  
What WP 0
's VBZ 0
the DT 0
difference NN 0
between IN 0
fimo NN CI
clay NN CI
and 0 0
polymer NN CI
clay NN CI
? . 0
  
How WRB 0
0n MD 0
the DT 0
drive NN 0
from IN 0
Edmonton NNP CI
to IN CI
Auckland NNP CI
be VB 0
described VBN 0
, , 0
and 0 0
how WRB 0
do VBP 0
these DT 0
cities NNS 0
' POS 0
attractions NNS 0
compare VBP 0
to IN 0
those DT 0
in IN 0
Toronto NNP CI
? . 0
  
what WP 0
's VBZ 0
the DT 0
difference NN 0
between IN 0
shazam NN CI
and 0 0
black JJ CI
adam NN CI
  
where WRB CI
is VBZ 0
most JJS 0
of IN 0
the DT 0
agriculture NN 0
practiced VBN 0
on IN 0
earth NN 0
  
What WP 0
is VBZ 0
the DT 0
strangest JJS 0
place NN CI
where WRB 0
you PRP 0
had VBD 0
sex NN 0
? . 0
  
What WP 0
was VBD 0
the DT 0
first JJ 0
question NN CI
asked VBD 0
on IN 0
Quora NNP 0
? . 0
  
who WP CI
scored VBD 0
the DT 0
most RBS 0
premier JJ 0
league NN 0
goals NNS 0
in IN 0
a DT 0
season NN 0
  
How WRB 0
cold JJ 0
0n MD 0
the DT 0
Gobi NNP CI
Desert NNP CI
get VB 0
, , 0
and 0 0
how WRB 0
do VBP 0
its PRP$ 0
average JJ 0
temperatures NNS 0
compare VBP 0
to IN 0
the DT CI
ones NNS CI
in IN CI
the DT CI
Karakum NNP CI
Desert NNP CI
? . 0
  
What WP 0
is VBZ 0
a DT 0
good JJ 0
question NN CI
to TO CI
ask VB CI
Quora NNP CI
? . 0
  
Which WDT 0
is VBZ 0
the DT 0
best JJS 0
book NN CI
for IN 0
preparing VBG 0
gate NN 0
in IN 0
Instrumentation NNP 0
engineering NN 0
? . 0
  
which WDT 0
group NN CI
did VBD 0
most JJS 0
of IN 0
the DT 0
work NN 0
on IN 0
the DT 0
latifundia NN 0
  
What WP 0
are VBP 0
the DT 0
best JJS 0
books NNS CI
for IN 0
a DT 0
beginner NN 0
to TO 0
read VB 0
about IN 0
cognitive JJ 0
bias NN 0
? . 0
  
Who WP CI
will MD 0
be VB 0
the DT 0
winner NN 0
of IN 0
the DT 0
Sankranti NNP 0
in IN 0
2017 CD 0
? . 0
  
What WP 0
's VBZ 0
the DT 0
difference NN 0
between IN 0
social JJ CI
psychology NN CI
and 0 0
clini0l JJ CI
psychology NN CI
? . 0
  
what WP 0
s VBZ 0
the DT 0
least JJS 0
common JJ 0
multiple NN CI
of IN CI
5 CD CI
and 0 CI
150 CD CI
  
what WP 0
is VBZ 0
the DT 0
best JJS 0
way NN CI
and 0 0
time NN CI
to TO 0
take VB 0
iron NN 0
tablets NNS 0
? . 0
  
who WP CI
has VBZ 0
the DT 0
most JJS 0
aces NNS 0
in IN 0
women NNS 0
's POS 0
tennis NN 0
  
how WRB 0
long RB 0
is VBZ 0
the DT 0
longest JJS 0
neuron NN CI
in IN CI
the DT CI
human JJ CI
body NN CI
and 0 0
where WRB 0
is VBZ 0
it PRP 0
lo0ted VBN 0
  
who WP 0
become VBP 0
the DT 0
first JJ 0
president NN CI
of IN 0
the DT 0
bharatiya NN 0
janata NN 0
party NN 0
  
who WP CI
has VBZ 0
won VBN 0
the DT 0
most RBS 0
gold JJ 0
medals NNS 0
at IN 0
one CD 0
olympics NNS 0
  
What WP 0
is VBZ 0
the DT 0
best JJS 0
joke NN CI
you PRP 0
've VB 0
ever RB 0
heard VBN 0
? . 0
Please UH 0
keep VB 0
it PRP 0
clean JJ 0
. . 0
  
What WP 0
is VBZ 0
the DT 0
difference NN 0
( -LRB- 0
if IN 0
any DT 0
) -RRB- 0
between IN 0
transgender NN CI
and 0 0
transexual JJ CI
? . 0
  
which WDT 0
idea VBP CI
best RB 0
describes VBZ 0
an DT 0
element NN 0
of IN 0
an DT 0
unlimited JJ 0
government NN 0
  
What WP 0
is VBZ 0
the DT 0
hardest JJS 0
sport NN CI
in IN 0
the DT 0
world NN 0
of IN 0
gymnastics NNS 0
and 0 0
why WRB 0
is VBZ 0
it PRP 0
the DT 0
hardest JJS 0
? . 0
  
who WP 0
is VBZ 0
the DT CI
person NN CI
who WP 0
has VBZ 0
the DT 0
most JJS 0
subscribers NNS 0
on IN 0
youtube NN 0
  
What WP 0
is VBZ 0
the DT 0
best JJS 0
competitor NN CI
for IN CI
Quora NNP CI
? . 0
  
what WP 0
are VBP 0
the DT 0
differences NNS 0
between IN 0
engines NNS CI
and 0 0
engine NN CI
turbines NNS CI
  
who WP CI
recorded VBD 0
country NN 0
music NN 0
's POS 0
first JJ 0
big JJ 0
hit NN 0
million CD 0
seller NN 0
record NN 0
and 0 0
what WP 0
was VBD 0
the DT 0
name NN 0
of IN 0
the DT 0
song NN 0
  
Do VB 0
Asian JJ 0
women NNS 0
find VB 0
Western JJ CI
men NNS CI
more RBR 0
attractive JJ 0
than IN 0
Asian JJ CI
men NNS CI
? . 0
  
who WP 0
was VBD 0
the DT 0
first JJ 0
common JJ CI
man NN CI
to TO 0
be VB 0
elected VBN 0
president NN 0
of IN 0
the DT 0
united JJ 0
states NNS 0
  
What WP 0
is VBZ 0
the DT 0
difference NN 0
between IN 0
web NN CI
development NN CI
and 0 0
web NN CI
design NN CI
? . 0
  
where WRB CI
do VBP 0
most JJS 0
shark VB 0
attacks NNS 0
happen VBP 0
in IN 0
the DT 0
united JJ 0
states NNS 0
  
Trinet NNP CI
or 0 0
Algentis NNP CI
? . 0
Who WP 0
is VBZ 0
the DT 0
best JJS 0
outsourced JJ 0
HR NN 0
provider NN 0
? . 0
  
what WP 0
's VBZ 0
the DT 0
difference NN 0
between IN 0
pvz NN CI
free JJ CI
and 0 0
pvz FW 0
  
Who WP 0
are VBP 0
the DT 0
best JJS 0
actors NNS CI
in IN 0
the DT 0
world NN 0
as IN 0
of IN 0
2016 CD 0
? . 0
  
What WP 0
is VBZ 0
the DT 0
difference NN 0
between IN 0
T1 NNP CI
and 0 0
T2 CD CI
imaging NN CI
in IN 0
MRI NNP 0
? . 0
  
which WDT 0
binoculars VBZ CI
view VBP CI
farthest RB 0
  
What WP 0
are VBP 0
the DT 0
best JJS 0
thing NN CI
about IN CI
Indians NNPS CI
? . 0
  
What WP 0
is VBZ 0
the DT 0
best JJS 0
way NN CI
for IN 0
an DT 0
unexperienced JJ 0
person NN 0
to TO 0
start VB 0
a DT 0
business NN 0
without IN 0
any DT 0
risk NN 0
? . 0
  
Which WDT 0
is VBZ 0
easier JJR 0
: : 0
PTE NNP CI
or 0 0
IELTS NN CI
? . 0
  
Which WDT 0
real JJ CI
life NN CI
people NNS CI
best RB 0
match VBP 0
the DT CI
characters NNS CI
in IN CI
Game NNP CI
of IN CI
Thrones NNPS CI
? . 0
  
What WP 0
is VBZ 0
the DT 0
best JJS 0
way NN CI
to TO 0
lose VB 0
weight NN 0
and 0 0
not RB 0
gain VB 0
it PRP 0
back RP 0
? . 0
  
What WP 0
is VBZ 0
the DT 0
best JJS 0
LG NNP 0
G3 NNP 0
app NN CI
? . 0
  
what WP 0
is VBZ 0
the DT 0
fastest JJS 0
i PRP 0
0n MD 0
get VB CI
a DT CI
passport NN CI
  
What WP 0
is VBZ 0
the DT 0
difference NN 0
between IN 0
mali NN CI
and 0 0
adreno VBZ CI
GPU NNP CI
in IN CI
Android NNP CI
? . 0
  
which WDT 0
is VBZ 0
the DT 0
biggest JJS 0
state NN CI
in IN 0
the DT 0
united JJ 0
states NNS 0
of IN 0
ameri0 NN 0
  
who WP CI
has VBZ 0
the DT 0
most RBS 0
grand JJ 0
slams NNS 0
this DT 0
year NN 0
  
Lua NNP CI
and 0 0
C NNP CI
, , 0
which WDT 0
one NN 0
