-DOCSTART- -X- -X-
record NN 0
for IN 0
most JJS 0
christmas JJ 0
number NN 0
1s CD 0
  
What WP 0
is VBZ 0
it PRP 0
like JJ 0
to TO 0
earn VB 0
$ $ 0
100,000 CD 0
vs IN 0
$ $ 0
250,000 CD 0
vs IN 0
$ $ 0
500,000 CD 0
vs IN 0
$ $ 0
1,000,000 CD 0
? . 0
  
What WP 0
is VBZ 0
the DT 0
biggest JJS 0
threat NN 0
to IN 0
Apple NNP 0
? . 0
  
What WP 0
is VBZ 0
the DT 0
difference NN 0
between IN 0
synchronous JJ 0
and CC 0
asynchronous JJ 0
? . 0
  
who WP 0
has VBZ 0
the DT 0
most JJS 0
majors NNS 0
in IN CC
men NNS CC
's POS CC
tennis NN CC
  
Which WDT 0
is VBZ 0
the DT 0
Good JJ 0
hotel NN 0
in IN CC
Dothan NNP CC
Alabama NNP CC
with IN CC
great JJ CC
hospitality NN CC
? . 0
  
What WP 0
is VBZ 0
the DT 0
best JJS 0
protein NN 0
powder NN 0
? . 0
  
which WDT 0
nba JJ 0
player NN 0
has VBZ 0
the DT 0
most JJS 0
playoff NN 0
points NNS 0
  
Which WDT 0
is VBZ 0
best JJS 0
romantic JJ CC
movies NNS 0
in IN CC
tamil NN CC
? . 0
  
What WP 0
are VBP 0
the DT 0
differences NNS 0
between IN 0
quantum NN 0
mechanics NNS 0
and CC 0
relativity NN 0
? . 0
  
What WP 0
is VBZ 0
the DT 0
best JJS 0
way NN 0
to TO CC
minimize VB CC
tension NN CC
? . 0
  
What WP 0
are VBP 0
the DT 0
best JJS 0
thriller NN 0
movies NNS 0
of IN CC
all DT CC
time NN CC
? . 0
  
what WP 0
is VBZ 0
the DT 0
most RBS 0
common JJ 0
filipino NN 0
last JJ 0
name NN 0
  
who WP 0
has VBZ 0
the DT 0
most JJS 0
goals NNS 0
messi VBP 0
or CC 0
ronaldo JJ 0
  
who WP 0
has VBZ 0
the DT 0
most JJS 0
population NN 0
in IN 0
the DT 0
united JJ 0
states NNS 0
  
What WP 0
are VBP 0
some DT 0
of IN 0
the DT 0
less RBR 0
known VBN 0
facts NNS 0
about IN 0
Flipkart NNP 0
? . 0
  
What WP 0
is VBZ 0
the DT 0
best JJS 0
way NN 0
to TO CC
s0n VB CC
a DT CC
document NN CC
into IN CC
a DT CC
computer NN CC
? . 0
  
Which WDT 0
is VBZ 0
the DT 0
best JJS 0
smartphone NN 0
I PRP CC
0n MD CC
buy VB CC
under IN CC
15000 CD CC
in IN CC
july NNP CC
2016 CD CC
? . 0
  
dead JJ 0
sea NN 0
is VBZ 0
the DT 0
lowest JJS 0
point NN 0
on IN 0
earth NN 0
  
Who WP 0
will MD 0
win VB 0
the DT CC
2016 CD CC
U.S. NNP CC
presidential JJ CC
election NN CC
and CC 0
why WRB 0
? . 0
  
What WP 0
are VBP 0
the DT 0
main JJ 0
differences NNS 0
between IN 0
a DT 0
French JJ 0
Bulldog NNP 0
and CC 0
a DT 0
English JJ 0
Bulldog NNP 0
? . 0
  
what WP 0
is VBZ 0
the DT 0
last JJ 0
state NN 0
to TO 0
be VB 0
founded VBN 0
in IN CC
ameri0 NN CC
  
What WP 0
are VBP 0
some DT 0
of IN 0
the DT 0
best JJS 0
sad JJ 0
and CC 0
romantic JJ 0
punjabi JJ 0
music NN 0
with IN CC
heart NN CC
touching VBG CC
music NN CC
like IN CC
adhi JJ CC
adhi NNS CC
raat NNS CC
from IN CC
bilal NN CC
saeed NN CC
and CC CC
soch JJ CC
? . 0
  
what WDT 0
part NN 0
of IN 0
the DT 0
pa NN 0
turnpike NN 0
is VBZ 0
closest JJS 0
to TO 0
gettysburg VB 0
pa VB 0
  
what WP 0
is VBZ 0
the DT 0
oldest JJS 0
0nal NN 0
in IN CC
the DT CC
uk JJ CC
  
Who WP 0
is VBZ 0
/ , 0
was VBD 0
the DT 0
greatest JJS 0
Ameri0n JJ 0
President NNP 0
that WDT 0
never RB 0
was VBD 0
? . 0
  
what WP 0
is VBZ 0
the DT 0
largest JJS 0
private JJ 0
company NN 0
in IN CC
the DT CC
us PRP CC
  
which WDT 0
azos VBZ 0
clean VBP 0
your PRP$ CC
system NN CC
faster RBR 0
  
who WP 0
was VBD 0
the DT 0
first JJ 0
man NN 0
who WP 0
climbed VBD 0
mount VBP 0
everest JJS 0
  
Should MD 0
I PRP 0
use VB 0
a DT 0
mass NN 0
gainer NN 0
or CC 0
whey NN 0
protein NN 0
to TO CC
gain VB CC
weight NN CC
? . 0
  
what WP 0
is VBZ 0
a DT 0
good JJ 0
side NN 0
dish NN 0
for IN CC
0lantro NN CC
lime NN CC
chicken NN CC
  
who WP 0
invented VBD 0
the DT 0
first JJ 0
radio NN CC
and CC CC
what WDT CC
year NN CC
  
What WP 0
is VBZ 0
the DT 0
best JJS 0
way NN 0
to TO 0
get VB CC
started VBN CC
in IN CC
learning VBG CC
electri0l JJ CC
engineering NN CC
? . 0
  
What WP 0
is VBZ 0
your PRP$ CC
favorite JJ 0
0ty NN 0
in IN CC
the DT CC
world NN CC
and CC 0
why WRB 0
? . 0
  
what WP 0
's VBZ 0
the DT 0
difference NN 0
between IN 0
revoked VBN 0
and CC 0
expelled VBN 0
  
who WP 0
was VBD 0
the DT 0
best JJS 0
player NN 0
in IN CC
2010 CD CC
world NN CC
cup NN CC
  
what WP 0
what WP 0
is VBZ 0
the DT 0
longest JJS 0
dictionary JJ CC
word NN 0
ever RB CC
? . 0
  
the DT 0
most RBS 0
recent JJ 0
addition NN 0
to IN CC
the DT CC
texas NN CC
bill NN CC
of IN CC
rights NNS CC
  
What WP 0
programming NN 0
language NN 0
should MD 0
I PRP 0
learn VB 0
if IN 0
I PRP 0
want VBP 0
to TO CC
create VB CC
games NNS CC
? . 0
  
What WP 0
are VBP 0
some DT 0
of IN 0
the DT 0
most RBS 0
famous JJ 0
unsolved JJ 0
mysteries NNS 0
? . 0
  
What WP 0
is VBZ 0
GATE NNP 0
? . 0
How WRB 0
difficult JJ 0
is VBZ 0
it PRP 0
compared VBN 0
to IN 0
JEE NNP 0
? . 0
  
What WP 0
is VBZ 0
the DT 0
weirdest JJS 0
thing NN 0
you PRP 0
have VBP 0
seen VBN 0
someone NN 0
do VB 0
on IN CC
a DT CC
street NN CC
? . 0
  
What WP 0
is VBZ 0
the DT 0
difference NN 0
between IN 0
regular JJ 0
and CC 0
direct JJ 0
plans NNS 0
of IN 0
mutual JJ 0
funds NNS 0
? . 0
  
Who WP 0
is VBZ 0
the DT 0
most RBS 0
powerful JJ 0
person NN 0
of IN 0
the DT 0
world NN 0
? . 0
  
Which WDT 0
is VBZ 0
the DT 0
poorest JJS 0
country NN 0
in IN CC
Asia NNP CC
? . 0
  
what WP 0
is VBZ 0
the DT 0
cheapest JJS 0
month NN 0
to TO CC
go VB CC
on IN CC
a DT CC
cruise NN CC
  
who WP 0
won VBD 0
the DT 0
most RBS 0
olympic JJ 0
medals NNS 0
in IN CC
history NN CC
  
Should MD 0
I PRP 0
use VB 0
Squarespace NNP 0
or CC 0
Wordpress NNP 0
? . 0
  
what WP 0
is VBZ 0
the DT 0
difference NN 0
between IN 0
scene NN 0
and CC 0
act NN 0
  
What WP 0
is VBZ 0
the DT 0
best JJS 0
helpdesk NN 0
software NN 0
? . 0
  
What WP 0
are VBP 0
some DT 0
lesser RBR 0
- HYPH 0
known VBN 0
sights NNS 0
to TO CC
see VB CC
when WRB CC
visiting VBG CC
Bhatpara NNP CC
, , 0
India NNP CC
? . 0
  
Which WDT 0
OS NNP 0
is VBZ 0
better JJR 0
, , 0
Windows NNP 0
7 CD 0
or CC 0
Windows NNP 0
10 CD 0
? . 0
  
who WP 0
is VBZ 0
on IN CC
the DT CC
world NN CC
most RBS 0
wanted VBN 0
list NN 0
  
Which WDT 0
is VBZ 0
the DT 0
best JJS 0
eye NN 0
glasses NNS 0
lens NN 0
for IN CC
single JJ CC
vision NN CC
spheri0l JJ CC
among IN 0
crizal NNS 0
, , 0
zeiss NN 0
and CC 0
swisscoatt NN 0
? . 0
  
What WP 0
are VBP 0
some DT 0
good JJ 0
examples NNS 0
of IN 0
advertisements NNS 0
featuring VBG 0
dogs NNS 0
? . 0
Are VBP 0
there EX 0
any DT 0
great JJ 0
ones NNS 0
from IN 0
the DT 0
pet NN 0
industry NN 0
? . 0
  
What WP 0
are VBP 0
the DT 0
biggest JJS 0
mistakes NNS 0
people NNS CC
make VBP CC
when WRB CC
visiting VBG CC
Bangladesh NNP CC
? . 0
  
what WP 0
are VBP 0
the DT 0
two CD 0
major JJ 0
plains NNS 0
of IN CC
europe NN CC
  
What WP 0
are VBP 0
the DT 0
strengths NNS 0
and CC 0
weaknesses NNS 0
of IN 0
the DT 0
advising VBG 0
system NN 0
at IN CC
Western NNP CC
Illinois NNP CC
University NNP CC
? . 0
  
what WP 0
is VBZ 0
the DT 0
most RBS 0
common JJ 0
bible JJ 0
translation NN 0
in IN CC
english NN CC
  
What WP 0
is VBZ 0
the DT 0
best JJS 0
phone NN 0
to TO CC
buy VB CC
below RB CC
$ $ CC
100 CD CC
? . 0
  
Which WDT 0
are VBP 0
the DT 0
best JJS 0
executive JJ 0
MBA NNP 0
programs NNS 0
available JJ 0
in IN CC
India NNP CC
? . 0
  
What WP 0
is VBZ 0
the DT 0
best JJS 0
soothing NN 0
song NN 0
you PRP CC
've VB CC
ever RB CC
heard VBN CC
? . 0
  
who WP 0
was VBD 0
the DT 0
most RBS 0
decorated JJ 0
soldier NN 0
of IN 0
ww2 NNS 0
  
What WP 0
is VBZ 0
the DT 0
best JJS 0
way NN 0
to TO CC
introduce VB CC
11 CD CC
year NN CC
- HYPH CC
olds NNS CC
to IN CC
programming NN CC
? . 0
  
Which WDT 0
is VBZ 0
the DT 0
best JJS 0
institute NN 0
in IN CC
Pune NNP CC
for IN CC
CFA NNP CC
certifi0tion NN CC
? . 0
  
What WP 0
is VBZ 0
the DT 0
difference NN 0
between IN 0
fruits NNS 0
and CC 0
vegetables NNS 0
? . 0
  
What WP 0
is VBZ 0
the DT 0
process NN 0
to TO 0
determine VB 0
the DT 0
density NN 0
of IN 0
aluminum NN 0
and CC 0
how WRB 0
does VBZ 0
gold NN 0
compare VB 0
? . 0
  
What WP 0
is VBZ 0
the DT 0
corporate JJ 0
culture NN 0
like IN 0
at IN 0
Century NNP 0
Bank NNP 0
? . 0
How WRB 0
is VBZ 0
the DT 0
culture NN 0
different JJ 0
than IN 0
other JJ 0
companies NNS 0
? . 0
  
which WDT 0
province NN 0
in IN CC
0nada NN CC
has VBZ 0
the DT 0
lowest JJS 0
tax NN 0
  
What WP 0
's VBZ 0
the DT 0
better JJR 0
investment NN 0
: : 0
ZoomInfo NNP 0
, , 0
Hoovers NNP 0
, , 0
LeadzGen NNP 0
, , 0
InsideView NNP 0
, , 0
Jigsaw NNP 0
, , 0
DiscoverOrg NNP 0
or CC 0
CRUSH NNP 0
Reports NNPS 0
and CC 0
why WRB 0
? . 0
  
what WP 0
was VBD 0
the DT 0
primary JJ 0
export NN 0
product NN 0
of IN 0
eastern JJ 0
europe NN 0
to IN 0
west VB 0
  
what WP 0
are VBP 0
good JJ 0
dietary JJ 0
sources NNS 0
of IN CC
biotin NN CC
for IN CC
dogs NNS CC
  
why WRB 0
was VBD 0
immigration NN 0
through IN 0
angel NN 0
island NN 0
more RBR 0
difficult JJ 0
than IN 0
immigration NN 0
through IN 0
ellis NN 0
island NN 0
  
what WP 0
is VBZ 0
difference NN 0
between IN 0
north NN 0
ameri0 NN 0
and CC 0
south JJ 0
ameri0 NN 0
  
Who WP 0
are VBP 0
the DT 0
worst JJS 0
Bollywood NNP 0
actors NNS 0
and CC 0
actresses NNS 0
? . 0
  
what WDT 0
train NN 0
station NN 0
is VBZ 0
nearest JJS 0
louvre NN CC
in IN CC
paris NNP CC
  
How WRB 0
cold JJ 0
0n MD 0
the DT 0
Gobi NNP 0
Desert NNP 0
get VB 0
, , 0
and CC 0
how WRB 0
do VBP 0
its PRP$ 0
average JJ 0
temperatures NNS 0
compare VBP 0
to IN 0
the DT 0
ones NNS 0
in IN 0
the DT 0
Syrian NNP 0
Desert NNP 0
? . 0
  
what WP 0
is VBZ 0
the DT 0
difference NN 0
between IN 0
king NN 0
and CC 0
lord NN 0
  
Which WDT 0
is VBZ 0
the DT 0
best JJS 0
course NN 0
for IN CC
IT NN CC
? . 0
  
what WP 0
is VBZ 0
the DT 0
main JJ 0
rule NN 0
difference NN 0
between IN 0
paralympic JJ 0
luge NN 0
versus IN 0
olympic JJ 0
luge NN 0
  
What WP 0
are VBP 0
the DT 0
most RBS 0
effective JJ 0
ways NNS 0
to TO 0
whiten VB CC
stained VBN CC
, , CC
yellowed JJ CC
teeth NNS CC
without IN CC
spending VBG CC
a DT CC
fortune NN CC
at IN CC
the DT CC
dentist NN CC
? . 0
  
What WP 0
is VBZ 0
the DT 0
difference NN 0
between IN 0
an DT 0
array NN 0
and CC 0
a DT 0
hash NN 0
table NN 0
in IN CC
a DT CC
programming NN CC
language NN CC
? . 0
  
What WP 0
are VBP 0
the DT 0
pros NNS 0
and CC 0
cons NNS 0
to IN 0
removing VBG 0
a DT 0
Hemmorragic NNP 0
kidney NN 0
cyst NN 0
? . 0
  
the DT 0
s0riest JJS 0
student NN 0
loan NN 0
number NN 0
  
what WP 0
are VBP 0
some DT 0
popular JJ 0
dishes NNS 0
in IN CC
jamai0 NN CC
  
what WDT 0
type NN 0
of IN 0
crimes NNS 0
is VBZ CC
marijuana JJ CC
most RBS 0
commonly RB 0
related VBN 0
to IN 0
  
How WRB 0
should MD 0
I PRP 0
start VB 0
my PRP$ 0
preparation NN 0
for IN 0
0vil NNP 0
Services NNPS 0
Exam NNP 0
2017 CD 0
if IN 0
I PRP 0
do VBP 0
n't RB 0
want VB 0
to TO 0
join VB 0
any DT 0
coaching NN 0
classes NNS 0
? . 0
What WDT 0
study NN 0
method NN 0
should MD 0
I PRP 0
adopt VB 0
? . 0
  
what WP 0
is VBZ 0
softer RBR 0
plush JJ 0
or CC 0
fleece NN 0
  
what WP 0
most RBS 0
likely RB 0
changed VBD 0
when WRB 0
cottage NN 0
industries NNS 0
began VBD 0
to TO 0
disappear VB 0
? . 0
  
What WP 0
is VBZ 0
the DT 0
difference NN 0
between IN 0
nihilism NN 0
and CC 0
anarchism NN 0
? . 0
  
What WP 0
is VBZ 0
the DT 0
difference NN 0
between IN 0
Form NN 0
Follows VBZ 0
Function NNP 0
and CC 0
Function NNP 0
Follows VBZ 0
Form NN 0
? . 0
  
who WP 0
made VBD CC
the DT 0
first JJ 0
1911 CD CC
semi JJ CC
automatic JJ CC
pistol NN CC
  
What WP 0
are VBP 0
the DT 0
differences NNS 0
between IN 0
customs NNS 0
and CC 0
traditions NNS 0
? . 0
  
Which WDT 0
is VBZ 0
better JJR 0
: : 0
HP NNP 0
Pavilion NNP 0
15-AU111TX NNP 0
or CC 0
AU006TX UH 0
? . 0
  
who WP 0
has VBZ 0
won VBN 0
the DT CC
scottish JJ CC
cup NN CC
the DT 0
most RBS 0
  
Where WRB 0
is VBZ 0
the DT 0
best JJS 0
hangout JJ 0
0fe NN 0
in IN CC
Hyderabad NNP CC
? . 0
  
who WP 0
won VBD 0
the DT CC
match NN CC
between IN 0
csk NN 0
and CC 0
sunrisers NNS 0
hyderabad VBN 0
  
Which WDT 0
IIT NNP 0
is VBZ 0
best JJS 0
for IN 0
aeronauti0l JJ 0
engineering NN 0
? . 0
  
where WRB 0
is VBZ 0
the DT 0
heaviest JJS 0
door NN 0
in IN CC
the DT CC
world NN CC
? . 0
  
What WP 0
are VBP 0
the DT 0
most RBS 0
interesting JJ 0
products NNS 0
and CC 0
innovations NNS 0
that WDT 0
Resource NNP 0
Ameri0 NNP 0
is VBZ CC
coming VBG CC
out RP CC
with IN CC
in IN CC
2016 CD CC
? . 0
  
Who WP 0
's VBZ 0
the DT 0
better JJR 0
martial JJ CC
artist NN CC
? . 0
" " _SP 0
Jackie NNP 0
Chan NNP 0
, , 0
Jet NNP 0
Li NNP 0
, , 0
or CC 0
Donnie NNP 0
Yen NN 0
? . 0
  
What WP 0
are VBP 0
the DT 0
safest JJS 0
0ties NNS 0
in IN CC
India NNP CC
for IN CC
a DT CC
woman NN CC
to TO CC
be VB CC
travelling VBG CC
alone JJ CC
? . 0
  
what WP 0
are VBP 0
the DT 0
best JJS 0
gas NN 0
stove NN 0
tops NNS 0
  
Why WRB 0
is VBZ 0
Chinese NNP 0
Democratic NNP 0
Meritocracy NNP 0
system NN 0
better JJR 0
than IN 0
the DT 0
Western JJ 0
Style NNP 0
democracy NN 0
? . 0
  
should MD 0
i PRP 0
work VB 0
after IN 0
my PRP$ 0
bachelors NNS 0
degree VBP 0
or CC 0
go VB 0
for IN 0
master NN 0
  
What WP 0
is VBZ 0
the DT 0
easiest JJS 0
way NN 0
to TO CC
grow VB CC
psylo0bin NN CC
mushrooms NNS CC
? . 0
0n MD 0
you PRP 0
grow VB 0
them PRP 0
with IN 0
dried VBN 0
shrooms NNS 0
? . 0
  
What WP 0
are VBP 0
the DT 0
worst JJS 0
stupidest JJS 0
questions NNS 0
asked VBD CC
on IN CC
Quora NNP CC
? . 0
  
0n MD 0
anyone NN 0
link VB 0
the DT 0
coolest JJS 0
videos NNS 0
you PRP CC
have VBP CC
ever RB CC
found VBN CC
? . 0
  
What WP 0
's VBZ 0
the DT 0
difference NN 0
between IN 0
fimo NN 0
clay NN 0
and CC 0
polymer NN 0
clay NN 0
? . 0
  
How WRB 0
0n MD 0
the DT 0
drive NN 0
from IN 0
Edmonton NNP 0
to IN 0
Auckland NNP 0
be VB 0
described VBN 0
, , 0
and CC 0
how WRB 0
do VBP 0
these DT 0
0ties NNS 0
' POS 0
attractions NNS 0
compare VBP 0
to IN 0
those DT 0
in IN 0
Toronto NNP 0
? . 0
  
what WP 0
's VBZ 0
the DT 0
difference NN 0
between IN 0
shazam NN 0
and CC 0
black JJ 0
adam NN 0
  
where WRB 0
is VBZ 0
most JJS 0
of IN 0
the DT 0
agriculture NN 0
practiced VBN CC
on IN CC
earth NN CC
  
What WP 0
is VBZ 0
the DT 0
strangest JJS 0
place NN 0
where WRB CC
you PRP CC
had VBD CC
sex NN CC
? . 0
  
What WP 0
was VBD 0
the DT 0
first JJ 0
question NN 0
asked VBD CC
on IN CC
Quora NNP CC
? . 0
  
who WP 0
scored VBD 0
the DT 0
most RBS 0
premier JJ 0
league NN 0
goals NNS 0
in IN CC
a DT CC
season NN CC
  
How WRB 0
cold JJ 0
0n MD 0
the DT 0
Gobi NNP 0
Desert NNP 0
get VB 0
, , 0
and CC 0
how WRB 0
do VBP 0
its PRP$ 0
average JJ 0
temperatures NNS 0
compare VBP 0
to IN 0
the DT 0
ones NNS 0
in IN 0
the DT 0
Karakum NNP 0
Desert NNP 0
? . 0
  
What WP 0
is VBZ 0
a DT 0
good JJ 0
question NN 0
to TO 0
ask VB 0
Quora NNP 0
? . 0
  
Which WDT 0
is VBZ 0
the DT 0
best JJS 0
book NN 0
for IN CC
preparing VBG CC
gate NN CC
in IN CC
Instrumentation NNP CC
engineering NN CC
? . 0
  
which WDT 0
group NN 0
did VBD 0
most JJS 0
of IN 0
the DT 0
work NN 0
on IN CC
the DT CC
latifundia NN CC
  
What WP 0
are VBP 0
the DT 0
best JJS 0
books NNS 0
for IN CC
a DT CC
beginner NN CC
to TO CC
read VB CC
about IN CC
cognitive JJ CC
bias NN CC
? . 0
  
Who WP 0
will MD 0
be VB 0
the DT 0
winner NN 0
of IN CC
the DT CC
Sankranti NNP CC
in IN CC
2017 CD CC
? . 0
  
What WP 0
's VBZ 0
the DT 0
difference NN 0
between IN 0
so0al JJ 0
psychology NN 0
and CC 0
clini0l JJ 0
psychology NN 0
? . 0
  
what WP 0
s VBZ 0
the DT 0
least JJS 0
common JJ 0
multiple NN 0
of IN 0
5 CD 0
and CC 0
150 CD 0
  
what WP 0
is VBZ 0
the DT 0
best JJS 0
way NN 0
and CC 0
time NN 0
to TO CC
take VB CC
iron NN CC
tablets NNS CC
? . 0
  
who WP 0
has VBZ 0
the DT 0
most JJS 0
aces NNS 0
in IN CC
women NNS CC
's POS CC
tennis NN CC
  
how WRB 0
long RB 0
is VBZ 0
the DT 0
longest JJS 0
neuron NN 0
in IN 0
the DT 0
human JJ 0
body NN 0
and CC 0
where WRB 0
is VBZ 0
it PRP 0
lo0ted VBN 0
  
who WP 0
become VBP 0
the DT 0
first JJ 0
president NN 0
of IN CC
the DT CC
bharatiya NN CC
janata NN CC
party NN CC
  
who WP 0
has VBZ 0
won VBN 0
the DT 0
most RBS 0
gold JJ 0
medals NNS 0
at IN CC
one CD CC
olympics NNS CC
  
What WP 0
is VBZ 0
the DT 0
best JJS 0
joke NN 0
you PRP CC
've VB CC
ever RB CC
heard VBN CC
? . 0
Please UH 0
keep VB 0
it PRP 0
clean JJ 0
. . 0
  
What WP 0
is VBZ 0
the DT 0
difference NN 0
( -LRB- 0
if IN 0
any DT 0
) -RRB- 0
between IN 0
transgender NN 0
and CC 0
transexual JJ 0
? . 0
  
which WDT 0
idea VBP 0
best RB 0
describes VBZ CC
an DT CC
element NN CC
of IN CC
an DT CC
unlimited JJ CC
government NN CC
  
What WP 0
is VBZ 0
the DT 0
hardest JJS 0
sport NN 0
in IN CC
the DT CC
world NN CC
of IN CC
gymnastics NNS CC
and CC 0
why WRB 0
is VBZ 0
it PRP 0
the DT 0
hardest JJS 0
? . 0
  
who WP 0
is VBZ 0
the DT 0
person NN 0
who WP 0
has VBZ 0
the DT 0
most JJS 0
subscribers NNS 0
on IN 0
youtube NN 0
  
What WP 0
is VBZ 0
the DT 0
best JJS 0
competitor NN 0
for IN 0
Quora NNP 0
? . 0
  
what WP 0
are VBP 0
the DT 0
differences NNS 0
between IN 0
engines NNS 0
and CC 0
engine NN 0
turbines NNS 0
  
who WP 0
recorded VBD 0
country NN CC
music NN CC
's POS CC
first JJ 0
big JJ CC
hit NN CC
million CD CC
seller NN CC
record NN 0
and CC 0
what WP 0
was VBD 0
the DT 0
name NN 0
of IN 0
the DT 0
song NN 0
  
Do VB 0
Asian JJ 0
women NNS 0
find VB 0
Western JJ 0
men NNS 0
more RBR 0
attractive JJ 0
than IN 0
Asian JJ 0
men NNS 0
? . 0
  
who WP 0
was VBD 0
the DT 0
first JJ 0
common JJ 0
man NN 0
to TO CC
be VB CC
elected VBN CC
president NN CC
of IN CC
the DT CC
united JJ CC
states NNS CC
  
What WP 0
is VBZ 0
the DT 0
difference NN 0
between IN 0
web NN 0
development NN 0
and CC 0
web NN 0
design NN 0
? . 0
  
where WRB 0
do VBP 0
most JJS 0
shark VB 0
attacks NNS 0
happen VBP 0
in IN CC
the DT CC
united JJ CC
states NNS CC
  
Trinet NNP 0
or CC 0
Algentis NNP 0
? . 0
Who WP 0
is VBZ 0
the DT 0
best JJS 0
outsourced JJ 0
HR NN 0
provider NN 0
? . 0
  
what WP 0
's VBZ 0
the DT 0
difference NN 0
between IN 0
pvz NN 0
free JJ 0
and CC 0
pvz FW 0
  
Who WP 0
are VBP 0
the DT 0
best JJS 0
actors NNS 0
in IN CC
the DT CC
world NN CC
as IN CC
of IN CC
2016 CD CC
? . 0
  
What WP 0
is VBZ 0
the DT 0
difference NN 0
between IN 0
T1 NNP 0
and CC 0
T2 CD 0
imaging NN 0
in IN CC
MRI NNP CC
? . 0
  
which WDT 0
binoculars VBZ 0
view VBP 0
farthest RB 0
  
What WP 0
are VBP 0
the DT 0
best JJS 0
thing NN 0
about IN 0
Indians NNPS 0
? . 0
  
What WP 0
is VBZ 0
the DT 0
best JJS 0
way NN 0
for IN CC
an DT CC
unexperienced JJ CC
person NN CC
to TO CC
start VB CC
a DT CC
business NN CC
without IN CC
any DT CC
risk NN CC
? . 0
  
Which WDT 0
is VBZ 0
easier JJR 0
: : 0
PTE NNP 0
or CC 0
IELTS NN 0
? . 0
  
Which WDT 0
real JJ 0
life NN 0
people NNS 0
best RB 0
match VBP 0
the DT 0
characters NNS 0
in IN 0
Game NNP 0
of IN 0
Thrones NNPS 0
? . 0
  
What WP 0
is VBZ 0
the DT 0
best JJS 0
way NN 0
to TO CC
lose VB CC
weight NN CC
and CC CC
not RB CC
gain VB CC
it PRP CC
back RP CC
? . 0
  
What WP 0
is VBZ 0
the DT 0
best JJS 0
LG NNP CC
G3 NNP CC
app NN 0
? . 0
  
what WP 0
is VBZ 0
the DT 0
fastest JJS 0
i PRP CC
0n MD 0
get VB 0
a DT 0
passport NN 0
  
What WP 0
is VBZ 0
the DT 0
difference NN 0
between IN 0
mali NN 0
and CC 0
adreno VBZ 0
GPU NNP 0
in IN 0
Android NNP 0
? . 0
  
which WDT 0
is VBZ 0
the DT 0
biggest JJS 0
state NN 0
in IN CC
the DT CC
united JJ CC
states NNS CC
of IN CC
ameri0 NN CC
  
who WP 0
has VBZ 0
the DT 0
most RBS 0
grand JJ 0
slams NNS 0
this DT CC
year NN CC
  
Lua NNP 0
and CC 0
C NNP 0
, , 0
which WDT 0
